date,store,item,sales,price,promotion,holiday,temperature
2023-01-13,Store_B,Item_3,279,70.8,0,0,27.2
2023-01-13,Store_B,Item_4,341,78.99,0,0,25.6
2023-01-13,Store_B,Item_5,332,84.2,0,0,27.3
2023-01-13,Store_C,Item_1,188,47.87,0,0,27.8
2023-01-13,Store_C,Item_2,217,54.19,0,0,25.9
2023-01-13,Store_C,Item_3,283,59.45,1,0,27.4
2023-01-13,Store_C,Item_4,260,65.93,0,0,28.5
2023-01-13,Store_C,Item_5,320,73.1,0,0,26.3
2023-01-14,Store_A,Item_1,231,52.62,0,0,27.9
2023-01-14,Store_A,Item_2,267,55.36,0,0,28.5
2023-01-14,Store_A,Item_3,273,63.66,1,0,27.6
2023-01-14,Store_A,Item_4,311,74.73,0,0,26.6
2023-01-14,Store_A,Item_5,350,81.45,0,0,28.9
2023-01-14,Store_B,Item_1,209,56.42,0,0,27.1
2023-01-14,Store_B,Item_2,263,60.99,0,0,25.9
2023-01-14,Store_B,Item_3,278,68.64,0,0,28.0
2023-01-14,Store_B,Item_4,343,77.45,1,0,24.2
2023-01-14,Store_B,Item_5,364,86.52,0,0,25.8
2023-01-14,Store_C,Item_1,204,46.36,0,0,25.7
2023-01-14,Store_C,Item_2,212,56.75,0,0,28.4
2023-01-14,Store_C,Item_3,269,62.33,1,0,26.4
2023-01-14,Store_C,Item_4,282,71.28,0,0,28.3
2023-01-14,Store_C,Item_5,326,75.9,0,0,26.5
2023-01-15,Store_A,Item_1,200,50.79,0,0,28.8
2023-01-15,Store_A,Item_2,296,59.4,0,0,26.5
2023-01-15,Store_A,Item_3,249,65.4,0,0,28.2
2023-01-15,Store_A,Item_4,348,74.76,0,0,28.1
2023-01-15,Store_A,Item_5,322,80.24,0,0,27.3
2023-01-15,Store_B,Item_1,223,54.78,0,0,29.7
2023-01-15,Store_B,Item_2,226,59.57,0,0,27.8
2023-01-15,Store_B,Item_3,290,73.56,0,0,27.8
2023-01-15,Store_B,Item_4,338,74.35,0,0,26.4
2023-01-15,Store_B,Item_5,367,86.55,0,0,28.7
2023-01-15,Store_C,Item_1,213,46.16,0,0,26.2
2023-01-15,Store_C,Item_2,254,54.9,0,0,22.5
2023-01-15,Store_C,Item_3,274,59.02,0,0,28.1
2023-01-15,Store_C,Item_4,283,67.51,0,0,28.2
2023-01-15,Store_C,Item_5,272,78.45,0,0,27.2
2023-01-16,Store_A,Item_1,232,52.47,0,0,27.8
2023-01-16,Store_A,Item_2,276,56.8,1,0,28.0
2023-01-16,Store_A,Item_3,281,64.82,0,0,28.6
2023-01-16,Store_A,Item_4,286,72.11,0,0,26.2
2023-01-16,Store_A,Item_5,317,77.93,0,0,25.0
2023-01-16,Store_B,Item_1,162,55.69,0,0,31.0
2023-01-16,Store_B,Item_2,303,63.31,1,0,25.3
2023-01-16,Store_B,Item_3,282,67.89,0,0,27.1
2023-01-16,Store_B,Item_4,327,77.17,0,0,28.7
2023-01-16,Store_B,Item_5,359,85.73,0,0,27.6
2023-01-16,Store_C,Item_1,213,47.63,0,0,27.9
2023-01-16,Store_C,Item_2,196,52.71,0,0,28.1
2023-01-16,Store_C,Item_3,285,62.0,0,0,28.6
2023-01-16,Store_C,Item_4,301,71.93,0,0,27.5
2023-01-16,Store_C,Item_5,301,78.77,0,0,28.0
2023-01-17,Store_A,Item_1,163,50.03,0,0,25.5
2023-01-17,Store_A,Item_2,209,60.61,0,0,25.1
2023-01-17,Store_A,Item_3,199,67.02,0,0,28.3
2023-01-17,Store_A,Item_4,251,74.75,0,0,25.7
2023-01-17,Store_A,Item_5,332,84.88,0,0,28.9
2023-01-17,Store_B,Item_1,196,55.78,0,0,26.8
2023-01-17,Store_B,Item_2,270,62.3,0,0,25.0
2023-01-17,Store_B,Item_3,251,70.79,0,0,26.3
2023-01-17,Store_B,Item_4,281,77.05,0,0,26.9
2023-01-17,Store_B,Item_5,295,85.44,0,0,29.6
2023-01-17,Store_C,Item_1,171,48.6,0,0,27.4
2023-01-17,Store_C,Item_2,216,55.28,0,0,27.8
2023-01-17,Store_C,Item_3,274,61.17,0,0,26.3
2023-01-17,Store_C,Item_4,257,71.5,0,0,27.9
2023-01-17,Store_C,Item_5,311,80.0,0,0,26.2
2023-01-18,Store_A,Item_1,211,47.52,0,0,30.1
2023-01-18,Store_A,Item_2,286,57.24,1,0,28.9
2023-01-18,Store_A,Item_3,253,65.54,0,0,28.5
2023-01-18,Store_A,Item_4,310,75.78,0,0,27.7
2023-01-18,Store_A,Item_5,306,78.93,0,0,27.5
2023-01-18,Store_B,Item_1,201,52.97,0,0,26.7
2023-01-18,Store_B,Item_2,251,62.57,0,0,25.1
2023-01-18,Store_B,Item_3,246,71.67,0,0,26.5
2023-01-18,Store_B,Item_4,288,81.39,0,0,28.1
2023-01-18,Store_B,Item_5,311,85.15,0,0,28.6
2023-01-18,Store_C,Item_1,167,47.66,0,0,27.8
2023-01-18,Store_C,Item_2,202,56.22,0,0,27.1
2023-01-18,Store_C,Item_3,304,64.06,0,0,27.9
2023-01-18,Store_C,Item_4,288,69.38,0,0,28.2
2023-01-18,Store_C,Item_5,260,75.72,0,0,26.9
2023-01-19,Store_A,Item_1,217,45.69,0,0,26.5
2023-01-19,Store_A,Item_2,228,57.5,0,0,27.7
2023-01-19,Store_A,Item_3,270,64.42,0,0,29.1
2023-01-19,Store_A,Item_4,299,72.03,0,0,26.2
2023-01-19,Store_A,Item_5,310,79.98,0,0,27.8
2023-01-19,Store_B,Item_1,216,54.4,0,0,28.7
2023-01-19,Store_B,Item_2,259,61.89,0,0,26.6
2023-01-19,Store_B,Item_3,252,68.71,0,0,25.6
2023-01-19,Store_B,Item_4,282,78.7,0,0,26.8
2023-01-19,Store_B,Item_5,340,84.87,0,0,26.5
2023-01-19,Store_C,Item_1,186,46.9,0,0,26.2
2023-01-19,Store_C,Item_2,152,56.82,0,0,27.0
2023-01-19,Store_C,Item_3,276,62.05,0,0,25.9
2023-01-19,Store_C,Item_4,292,71.52,1,0,25.9
2023-01-19,Store_C,Item_5,281,78.28,0,0,27.0
2023-01-20,Store_A,Item_1,196,54.12,0,0,24.8
2023-01-20,Store_A,Item_2,169,55.73,0,0,26.8
2023-01-20,Store_A,Item_3,240,60.45,0,0,27.9
2023-01-20,Store_A,Item_4,284,76.15,0,0,28.0
2023-01-20,Store_A,Item_5,349,82.43,0,0,30.7
2023-01-20,Store_B,Item_1,218,53.49,0,0,29.5
2023-01-20,Store_B,Item_2,237,62.68,0,0,27.7
2023-01-20,Store_B,Item_3,293,68.06,0,0,27.5
2023-01-20,Store_B,Item_4,336,76.63,0,0,28.0
2023-01-20,Store_B,Item_5,305,83.49,0,0,28.2
2023-01-20,Store_C,Item_1,198,45.65,0,0,30.1
2023-01-20,Store_C,Item_2,253,56.86,0,0,28.9
2023-01-20,Store_C,Item_3,237,63.69,0,0,27.6
2023-01-20,Store_C,Item_4,291,66.07,0,0,26.8
2023-01-20,Store_C,Item_5,314,76.84,0,0,28.0
2023-01-21,Store_A,Item_1,238,48.83,0,0,27.9
2023-01-21,Store_A,Item_2,263,57.22,0,0,30.2
2023-01-21,Store_A,Item_3,274,62.41,0,0,27.9
2023-01-21,Store_A,Item_4,338,73.66,0,0,28.7
2023-01-21,Store_A,Item_5,289,83.4,0,0,28.2
2023-01-21,Store_B,Item_1,269,56.25,0,0,30.3
2023-01-21,Store_B,Item_2,317,60.05,1,0,26.8
2023-01-21,Store_B,Item_3,338,69.15,0,0,29.5
2023-01-21,Store_B,Item_4,334,78.39,0,0,28.1
2023-01-21,Store_B,Item_5,375,82.79,0,0,26.0
2023-01-21,Store_C,Item_1,164,46.7,0,0,31.0
2023-01-21,Store_C,Item_2,228,53.5,1,0,30.8
2023-01-21,Store_C,Item_3,270,67.62,0,0,26.6
2023-01-21,Store_C,Item_4,322,73.77,0,0,30.3
2023-01-21,Store_C,Item_5,354,76.4,0,0,28.0
2023-01-22,Store_A,Item_1,188,51.36,0,0,28.7
2023-01-22,Store_A,Item_2,259,53.77,0,0,25.9
2023-01-22,Store_A,Item_3,307,66.15,0,0,28.7
2023-01-22,Store_A,Item_4,337,70.58,0,0,25.8
2023-01-22,Store_A,Item_5,340,80.7,0,0,24.9
2023-01-22,Store_B,Item_1,263,54.7,0,0,28.1
2023-01-22,Store_B,Item_2,238,63.3,0,0,24.7
2023-01-22,Store_B,Item_3,319,73.54,0,0,28.7
2023-01-22,Store_B,Item_4,346,75.3,0,0,29.5
2023-01-22,Store_B,Item_5,366,84.59,0,0,27.6
2023-01-22,Store_C,Item_1,244,45.65,0,0,26.8
2023-01-22,Store_C,Item_2,269,53.51,1,0,26.8
2023-01-22,Store_C,Item_3,269,60.45,0,0,26.7
2023-01-22,Store_C,Item_4,269,68.94,0,0,27.0
2023-01-22,Store_C,Item_5,287,82.33,0,0,27.8
2023-01-23,Store_A,Item_1,223,48.38,0,0,30.0
2023-01-23,Store_A,Item_2,207,57.8,0,0,27.9
2023-01-23,Store_A,Item_3,246,59.16,0,0,29.0
2023-01-23,Store_A,Item_4,288,70.43,0,0,29.1
2023-01-23,Store_A,Item_5,331,82.75,1,0,28.5
2023-01-23,Store_B,Item_1,220,53.98,0,0,29.0
2023-01-23,Store_B,Item_2,238,62.0,0,0,28.9
2023-01-23,Store_B,Item_3,299,69.94,0,0,28.3
2023-01-23,Store_B,Item_4,333,83.89,0,0,28.4
2023-01-23,Store_B,Item_5,340,83.86,0,0,28.0
2023-01-23,Store_C,Item_1,217,46.16,0,0,29.5
2023-01-23,Store_C,Item_2,229,54.62,0,0,28.0
2023-01-23,Store_C,Item_3,241,64.56,0,0,27.9
2023-01-23,Store_C,Item_4,253,68.97,0,0,28.0
2023-01-23,Store_C,Item_5,312,75.36,0,0,30.4
2023-01-24,Store_A,Item_1,171,50.01,0,0,29.2
2023-01-24,Store_A,Item_2,228,59.47,0,0,27.8
2023-01-24,Store_A,Item_3,262,65.45,0,0,29.6
2023-01-24,Store_A,Item_4,333,71.91,0,0,28.9
2023-01-24,Store_A,Item_5,264,76.09,0,0,27.3
2023-01-24,Store_B,Item_1,231,54.95,0,0,28.7
2023-01-24,Store_B,Item_2,288,61.68,0,0,27.3
2023-01-24,Store_B,Item_3,275,73.04,0,0,30.7
2023-01-24,Store_B,Item_4,278,77.77,0,0,29.4
2023-01-24,Store_B,Item_5,327,85.4,0,0,28.3
2023-01-24,Store_C,Item_1,191,49.06,0,0,29.6
2023-01-24,Store_C,Item_2,273,53.64,1,0,25.9
2023-01-24,Store_C,Item_3,258,63.83,0,0,28.7
2023-01-24,Store_C,Item_4,235,73.8,0,0,26.6
2023-01-24,Store_C,Item_5,294,79.7,0,0,28.3
2023-01-25,Store_A,Item_1,187,50.38,0,0,29.4
2023-01-25,Store_A,Item_2,204,58.13,0,0,29.6
2023-01-25,Store_A,Item_3,266,66.62,0,0,27.2
2023-01-25,Store_A,Item_4,287,72.68,0,0,27.1
2023-01-25,Store_A,Item_5,344,76.77,0,0,28.3
2023-01-25,Store_B,Item_1,215,56.8,0,0,28.6
2023-01-25,Store_B,Item_2,287,64.82,1,0,29.6
2023-01-25,Store_B,Item_3,283,71.28,0,0,29.6
2023-01-25,Store_B,Item_4,345,78.86,0,0,25.3
2023-01-25,Store_B,Item_5,378,85.46,0,0,30.5
2023-01-25,Store_C,Item_1,164,48.98,0,0,30.0
2023-01-25,Store_C,Item_2,221,50.19,0,0,28.6
2023-01-25,Store_C,Item_3,245,65.89,0,0,28.2
2023-01-25,Store_C,Item_4,297,65.58,1,0,27.2
2023-01-25,Store_C,Item_5,285,77.33,0,0,26.3
2023-01-26,Store_A,Item_1,270,50.01,1,1,27.5
2023-01-26,Store_A,Item_2,288,60.18,0,1,28.6
2023-01-26,Store_A,Item_3,300,64.61,0,1,26.9
2023-01-26,Store_A,Item_4,328,72.54,0,1,28.9
2023-01-26,Store_A,Item_5,375,76.28,0,1,27.6
2023-01-26,Store_B,Item_1,272,56.79,0,1,26.3
2023-01-26,Store_B,Item_2,244,63.19,0,1,27.0
2023-01-26,Store_B,Item_3,341,68.03,0,1,28.1
2023-01-26,Store_B,Item_4,356,79.81,0,1,29.7
2023-01-26,Store_B,Item_5,398,85.47,0,1,29.8
2023-01-26,Store_C,Item_1,237,46.01,0,1,28.3
2023-01-26,Store_C,Item_2,219,51.24,0,1,29.1
2023-01-26,Store_C,Item_3,282,65.07,0,1,31.1
2023-01-26,Store_C,Item_4,322,71.84,0,1,28.7
2023-01-26,Store_C,Item_5,355,78.48,0,1,29.8
2023-01-27,Store_A,Item_1,238,46.5,0,0,30.2
2023-01-27,Store_A,Item_2,201,60.46,0,0,27.4
2023-01-27,Store_A,Item_3,260,66.56,0,0,28.1
2023-01-27,Store_A,Item_4,276,74.93,1,0,26.4
2023-01-27,Store_A,Item_5,366,83.23,0,0,29.1
2023-01-27,Store_B,Item_1,262,52.71,1,0,28.5
2023-01-27,Store_B,Item_2,251,62.28,1,0,27.8
2023-01-27,Store_B,Item_3,296,69.29,0,0,26.4
2023-01-27,Store_B,Item_4,270,78.24,0,0,28.3
2023-01-27,Store_B,Item_5,382,80.92,0,0,31.3
2023-01-27,Store_C,Item_1,162,48.5,0,0,28.3
2023-01-27,Store_C,Item_2,169,53.27,0,0,28.1
2023-01-27,Store_C,Item_3,243,62.98,0,0,29.8
2023-01-27,Store_C,Item_4,248,71.8,0,0,29.4
2023-01-27,Store_C,Item_5,270,77.29,0,0,28.4
2023-01-28,Store_A,Item_1,226,53.54,0,0,28.6
2023-01-28,Store_A,Item_2,246,56.81,0,0,27.8
2023-01-28,Store_A,Item_3,234,65.78,0,0,30.0
2023-01-28,Store_A,Item_4,315,71.19,0,0,25.4
2023-01-28,Store_A,Item_5,337,79.46,0,0,31.7
2023-01-28,Store_B,Item_1,268,56.29,0,0,29.0
2023-01-28,Store_B,Item_2,285,64.51,0,0,28.8
2023-01-28,Store_B,Item_3,323,69.22,0,0,29.8
2023-01-28,Store_B,Item_4,313,76.01,0,0,29.2
2023-01-28,Store_B,Item_5,372,86.03,0,0,30.4
2023-01-28,Store_C,Item_1,238,46.31,0,0,29.8
2023-01-28,Store_C,Item_2,218,57.14,0,0,29.0
2023-01-28,Store_C,Item_3,279,59.23,1,0,26.8
2023-01-28,Store_C,Item_4,365,70.43,1,0,26.8
2023-01-28,Store_C,Item_5,319,77.67,1,0,27.8
2023-01-29,Store_A,Item_1,215,48.12,0,0,28.8
2023-01-29,Store_A,Item_2,265,58.77,0,0,27.3
2023-01-29,Store_A,Item_3,258,65.55,0,0,29.2
2023-01-29,Store_A,Item_4,354,74.51,0,0,30.1
2023-01-29,Store_A,Item_5,360,79.02,0,0,29.6
2023-01-29,Store_B,Item_1,249,57.74,0,0,28.6
2023-01-29,Store_B,Item_2,277,58.96,0,0,27.9
2023-01-29,Store_B,Item_3,291,70.03,0,0,28.4
2023-01-29,Store_B,Item_4,322,75.77,0,0,28.9
2023-01-29,Store_B,Item_5,366,84.02,0,0,29.7
2023-01-29,Store_C,Item_1,207,47.23,0,0,31.7
2023-01-29,Store_C,Item_2,263,52.34,0,0,31.6
2023-01-29,Store_C,Item_3,274,62.89,0,0,28.6
2023-01-29,Store_C,Item_4,299,70.28,0,0,29.0
2023-01-29,Store_C,Item_5,294,72.91,0,0,26.0
2023-01-30,Store_A,Item_1,215,49.36,0,0,29.0
2023-01-30,Store_A,Item_2,254,57.35,0,0,31.6
2023-01-30,Store_A,Item_3,238,64.16,0,0,29.3
2023-01-30,Store_A,Item_4,294,75.79,0,0,27.6
2023-01-30,Store_A,Item_5,350,77.17,1,0,27.1
2023-01-30,Store_B,Item_1,211,53.97,1,0,28.6
2023-01-30,Store_B,Item_2,310,57.22,0,0,29.5
2023-01-30,Store_B,Item_3,330,69.47,0,0,29.1
2023-01-30,Store_B,Item_4,320,76.05,0,0,30.0
2023-01-30,Store_B,Item_5,364,86.18,0,0,28.9
2023-01-30,Store_C,Item_1,193,48.01,0,0,26.8
2023-01-30,Store_C,Item_2,163,55.49,0,0,28.2
2023-01-30,Store_C,Item_3,247,62.14,0,0,26.9
2023-01-30,Store_C,Item_4,323,73.32,1,0,28.8
2023-01-30,Store_C,Item_5,300,76.2,0,0,28.4
